Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,15-03-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2225,003,,244995,547542,1823,23-01-2012,23-01-2012,13-06-2019,1873,50,73,-127


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2225,003,15-03-2012,263,213,1610,,,,,,
B17E2225,003,16-03-2012,263,213,1610,,,,,,
B17E2225,003,17-03-2012,263,213,1610,,,,,,
B17E2225,003,18-03-2012,263,213,1610,,,,,,
B17E2225,003,19-03-2012,265,215,1608,,,,,,
B17E2225,003,20-03-2012,266,216,1607,,,,,,
B17E2225,003,21-03-2012,267,217,1606,,,,,,
B17E2225,003,22-03-2012,268,218,1605,,,,,,
B17E2225,003,23-03-2012,268,218,1605,,,,,,
B17E2225,003,24-03-2012,268,218,1605,,,,,,
B17E2225,003,25-03-2012,269,219,1604,,,,,,
B17E2225,003,26-03-2012,270,220,1603,,,,,,
B17E2225,003,27-03-2012,270,220,1603,,,,,,
B17E2225,003,28-03-2012,271,221,1602,,,,,,
B17E2225,003,29-03-2012,271,221,1602,,,,,,
B17E2225,003,30-03-2012,271,221,1602,,,,,,
B17E2225,003,31-03-2012,272,222,1601,,,,,,
B17E2225,003,01-04-2012,273,223,1600,,,,,,
B17E2225,003,02-04-2012,273,223,1600,,,,,,
B17E2225,003,03-04-2012,273,223,1600,,,,,,
B17E2225,003,04-04-2012,274,224,1599,,,,,,
B17E2225,003,05-04-2012,276,226,1597,,,,,,
B17E2225,003,06-04-2012,276,226,1597,,,,,,
B17E2225,003,07-04-2012,276,226,1597,,,,,,
B17E2225,003,08-04-2012,277,227,1596,,,,,,
B17E2225,003,09-04-2012,276,226,1597,,,,,,
B17E2225,003,10-04-2012,276,226,1597,,,,,,
B17E2225,003,11-04-2012,277,227,1596,,,,,,
B17E2225,003,12-04-2012,277,227,1596,,,,,,
B17E2225,003,13-04-2012,277,227,1596,,,,,,
B17E2225,003,14-04-2012,278,228,1595,,,,,,
B17E2225,003,15-04-2012,278,228,1595,,,,,,
B17E2225,003,16-04-2012,279,229,1594,,,,,,
B17E2225,003,17-04-2012,279,229,1594,,,,,,
B17E2225,003,18-04-2012,278,228,1595,,,,,,
B17E2225,003,19-04-2012,278,228,1595,,,,,,
B17E2225,003,20-04-2012,280,230,1593,,,,,,
B17E2225,003,21-04-2012,281,231,1592,,,,,,
B17E2225,003,22-04-2012,281,231,1592,,,,,,
B17E2225,003,23-04-2012,281,231,1592,,,,,,
B17E2225,003,24-04-2012,281,231,1592,,,,,,
B17E2225,003,25-04-2012,282,232,1591,,,,,,
B17E2225,003,26-04-2012,282,232,1591,,,,,,
B17E2225,003,27-04-2012,283,233,1590,,,,,,
B17E2225,003,28-04-2012,283,233,1590,,,,,,
B17E2225,003,29-04-2012,281,231,1592,,,,,,
B17E2225,003,30-04-2012,282,232,1591,,,,,,
B17E2225,003,01-05-2012,282,232,1591,,,,,,
B17E2225,003,02-05-2012,283,233,1590,,,,,,
B17E2225,003,03-05-2012,283,233,1590,,,,,,
B17E2225,003,04-05-2012,282,232,1591,,,,,,
B17E2225,003,05-05-2012,283,233,1590,,,,,,
B17E2225,003,06-05-2012,284,234,1589,,,,,,
B17E2225,003,07-05-2012,285,235,1588,,,,,,
B17E2225,003,08-05-2012,285,235,1588,,,,,,
B17E2225,003,09-05-2012,285,235,1588,,,,,,
B17E2225,003,10-05-2012,286,236,1587,,,,,,
B17E2225,003,11-05-2012,286,236,1587,,,,,,
B17E2225,003,12-05-2012,287,237,1586,,,,,,
B17E2225,003,13-05-2012,287,237,1586,,,,,,
B17E2225,003,14-05-2012,286,236,1587,,,,,,
B17E2225,003,15-05-2012,286,236,1587,,,,,,
B17E2225,003,16-05-2012,287,237,1586,,,,,,
B17E2225,003,17-05-2012,287,237,1586,,,,,,
B17E2225,003,18-05-2012,287,237,1586,,,,,,
B17E2225,003,19-05-2012,288,238,1585,,,,,,
B17E2225,003,20-05-2012,288,238,1585,,,,,,
B17E2225,003,21-05-2012,288,238,1585,,,,,,
B17E2225,003,22-05-2012,290,240,1583,,,,,,
B17E2225,003,23-05-2012,291,241,1582,,,,,,
B17E2225,003,24-05-2012,292,242,1581,,,,,,
B17E2225,003,25-05-2012,292,242,1581,,,,,,
B17E2225,003,26-05-2012,292,242,1581,,,,,,
B17E2225,003,27-05-2012,293,243,1580,,,,,,
B17E2225,003,28-05-2012,293,243,1580,,,,,,
B17E2225,003,29-05-2012,294,244,1579,,,,,,
B17E2225,003,30-05-2012,294,244,1579,,,,,,
B17E2225,003,31-05-2012,295,245,1578,,,,,,
B17E2225,003,01-06-2012,294,244,1579,,,,,,
B17E2225,003,02-06-2012,293,243,1580,,,,,,
B17E2225,003,03-06-2012,293,243,1580,,,,,,
B17E2225,003,04-06-2012,293,243,1580,,,,,,
B17E2225,003,05-06-2012,294,244,1579,,,,,,
B17E2225,003,06-06-2012,293,243,1580,,,,,,
B17E2225,003,07-06-2012,294,244,1579,,,,,,
B17E2225,003,08-06-2012,294,244,1579,,,,,,
B17E2225,003,09-06-2012,295,245,1578,,,,,,
B17E2225,003,10-06-2012,296,246,1577,,,,,,
B17E2225,003,11-06-2012,296,246,1577,,,,,,
B17E2225,003,12-06-2012,296,246,1577,,,,,,
B17E2225,003,13-06-2012,297,247,1576,,,,,,
B17E2225,003,14-06-2012,298,248,1575,,,,,,
B17E2225,003,15-06-2012,298,248,1575,,,,,,
B17E2225,003,16-06-2012,298,248,1575,,,,,,
B17E2225,003,17-06-2012,299,249,1574,,,,,,
B17E2225,003,18-06-2012,299,249,1574,,,,,,
B17E2225,003,19-06-2012,300,250,1573,,,,,,
B17E2225,003,20-06-2012,300,250,1573,,,,,,
B17E2225,003,21-06-2012,301,251,1572,,,,,,
B17E2225,003,22-06-2012,301,251,1572,,,,,,
B17E2225,003,23-06-2012,301,251,1572,,,,,,
B17E2225,003,24-06-2012,301,251,1572,,,,,,
B17E2225,003,25-06-2012,300,250,1573,,,,,,
B17E2225,003,26-06-2012,300,250,1573,,,,,,
B17E2225,003,27-06-2012,299,249,1574,,,,,,
