Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,15-03-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2225,004,,244995,547542,1823,23-01-2012,23-01-2012,13-06-2019,1871,48,-1929,-2129


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2225,004,21-10-2012,318,270,1553,,,,,,
B17E2225,004,22-10-2012,319,271,1552,,,,,,
B17E2225,004,23-10-2012,319,271,1552,,,,,,
B17E2225,004,24-10-2012,319,271,1552,,,,,,
B17E2225,004,25-10-2012,319,271,1552,,,,,,
B17E2225,004,26-10-2012,319,271,1552,,,,,,
B17E2225,004,27-10-2012,318,270,1553,,,,,,
B17E2225,004,28-10-2012,320,272,1551,,,,,,
B17E2225,004,29-10-2012,320,272,1551,,,,,,
B17E2225,004,30-10-2012,320,272,1551,,,,,,
B17E2225,004,31-10-2012,320,272,1551,,,,,,
B17E2225,004,01-11-2012,320,272,1551,,,,,,
B17E2225,004,02-11-2012,321,273,1550,,,,,,
B17E2225,004,03-11-2012,322,274,1549,,,,,,
B17E2225,004,04-11-2012,322,274,1549,,,,,,
B17E2225,004,05-11-2012,322,274,1549,,,,,,
B17E2225,004,06-11-2012,323,275,1548,,,,,,
B17E2225,004,07-11-2012,323,275,1548,,,,,,
B17E2225,004,08-11-2012,322,274,1549,,,,,,
B17E2225,004,09-11-2012,322,274,1549,,,,,,
B17E2225,004,10-11-2012,320,272,1551,,,,,,
B17E2225,004,11-11-2012,321,273,1550,,,,,,
B17E2225,004,12-11-2012,322,274,1549,,,,,,
B17E2225,004,13-11-2012,322,274,1549,,,,,,
B17E2225,004,14-11-2012,322,274,1549,,,,,,
B17E2225,004,15-11-2012,322,274,1549,,,,,,
B17E2225,004,16-11-2012,322,274,1549,,,,,,
B17E2225,004,17-11-2012,321,273,1550,,,,,,
B17E2225,004,18-11-2012,323,275,1548,,,,,,
B17E2225,004,19-11-2012,323,275,1548,,,,,,
B17E2225,004,20-11-2012,324,276,1547,,,,,,
B17E2225,004,21-11-2012,323,275,1548,,,,,,
B17E2225,004,22-11-2012,325,277,1546,,,,,,
B17E2225,004,23-11-2012,324,276,1547,,,,,,
B17E2225,004,24-11-2012,324,276,1547,,,,,,
B17E2225,004,25-11-2012,323,275,1548,,,,,,
B17E2225,004,26-11-2012,324,276,1547,,,,,,
B17E2225,004,27-11-2012,323,275,1548,,,,,,
B17E2225,004,28-11-2012,324,276,1547,,,,,,
B17E2225,004,29-11-2012,323,275,1548,,,,,,
B17E2225,004,30-11-2012,324,276,1547,,,,,,
B17E2225,004,01-12-2012,324,276,1547,,,,,,
B17E2225,004,02-12-2012,324,276,1547,,,,,,
B17E2225,004,03-12-2012,324,276,1547,,,,,,
B17E2225,004,04-12-2012,323,275,1548,,,,,,
B17E2225,004,05-12-2012,323,275,1548,,,,,,
B17E2225,004,06-12-2012,323,275,1548,,,,,,
B17E2225,004,07-12-2012,321,273,1550,,,,,,
B17E2225,004,08-12-2012,322,274,1549,,,,,,
B17E2225,004,09-12-2012,321,273,1550,,,,,,
B17E2225,004,10-12-2012,318,270,1553,,,,,,
B17E2225,004,11-12-2012,317,269,1554,,,,,,
B17E2225,004,12-12-2012,314,266,1557,,,,,,
B17E2225,004,13-12-2012,313,265,1558,,,,,,
B17E2225,004,14-12-2012,311,263,1560,,,,,,
B17E2225,004,15-12-2012,310,262,1561,,,,,,
B17E2225,004,16-12-2012,310,262,1561,,,,,,
B17E2225,004,17-12-2012,308,260,1563,,,,,,
B17E2225,004,18-12-2012,307,259,1564,,,,,,
B17E2225,004,19-12-2012,306,258,1565,,,,,,
B17E2225,004,20-12-2012,305,257,1566,,,,,,
