Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,29-02-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2222,001,,241038,545023,1582,20-10-2011,20-10-2011,13-06-2019,1651,69,1472,1372


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2222,001,29-02-2012,41,-28,1610,,,,,,
B17E2222,001,01-03-2012,41,-28,1610,,,,,,
B17E2222,001,02-03-2012,41,-28,1610,,,,,,
B17E2222,001,03-03-2012,42,-27,1609,,,,,,
B17E2222,001,04-03-2012,42,-27,1609,,,,,,
B17E2222,001,05-03-2012,42,-27,1609,,,,,,
B17E2222,001,06-03-2012,42,-27,1609,,,,,,
B17E2222,001,07-03-2012,42,-27,1609,,,,,,
B17E2222,001,08-03-2012,41,-28,1610,,,,,,
B17E2222,001,09-03-2012,42,-27,1609,,,,,,
B17E2222,001,10-03-2012,42,-27,1609,,,,,,
B17E2222,001,11-03-2012,42,-27,1609,,,,,,
B17E2222,001,12-03-2012,43,-26,1608,,,,,,
B17E2222,001,13-03-2012,43,-26,1608,,,,,,
B17E2222,001,14-03-2012,43,-26,1608,,,,,,
B17E2222,001,15-03-2012,43,-26,1608,,,,,,
B17E2222,001,16-03-2012,43,-26,1608,,,,,,
B17E2222,001,17-03-2012,44,-25,1607,,,,,,
B17E2222,001,18-03-2012,44,-25,1607,,,,,,
B17E2222,001,19-03-2012,44,-25,1607,,,,,,
B17E2222,001,20-03-2012,44,-25,1607,,,,,,
B17E2222,001,21-03-2012,45,-24,1606,,,,,,
B17E2222,001,22-03-2012,45,-24,1606,,,,,,
B17E2222,001,23-03-2012,45,-24,1606,,,,,,
B17E2222,001,24-03-2012,45,-24,1606,,,,,,
B17E2222,001,25-03-2012,46,-23,1605,,,,,,
B17E2222,001,26-03-2012,46,-23,1605,,,,,,
B17E2222,001,27-03-2012,46,-23,1605,,,,,,
B17E2222,001,28-03-2012,46,-23,1605,,,,,,
B17E2222,001,29-03-2012,47,-22,1604,,,,,,
B17E2222,001,30-03-2012,47,-22,1604,,,,,,
B17E2222,001,31-03-2012,47,-22,1604,,,,,,
B17E2222,001,01-04-2012,47,-22,1604,,,,,,
B17E2222,001,02-04-2012,47,-22,1604,,,,,,
B17E2222,001,03-04-2012,47,-22,1604,,,,,,
B17E2222,001,04-04-2012,47,-22,1604,,,,,,
B17E2222,001,05-04-2012,47,-22,1604,,,,,,
B17E2222,001,06-04-2012,47,-22,1604,,,,,,
B17E2222,001,07-04-2012,47,-22,1604,,,,,,
B17E2222,001,08-04-2012,48,-21,1603,,,,,,
B17E2222,001,09-04-2012,48,-21,1603,,,,,,
B17E2222,001,10-04-2012,46,-23,1605,,,,,,
B17E2222,001,11-04-2012,46,-23,1605,,,,,,
B17E2222,001,12-04-2012,45,-24,1606,,,,,,
B17E2222,001,13-04-2012,45,-24,1606,,,,,,
B17E2222,001,14-04-2012,45,-24,1606,,,,,,
B17E2222,001,15-04-2012,45,-24,1606,,,,,,
B17E2222,001,16-04-2012,45,-24,1606,,,,,,
B17E2222,001,17-04-2012,46,-23,1605,,,,,,
B17E2222,001,18-04-2012,46,-23,1605,,,,,,
B17E2222,001,19-04-2012,46,-23,1605,,,,,,
B17E2222,001,20-04-2012,46,-23,1605,,,,,,
B17E2222,001,21-04-2012,46,-23,1605,,,,,,
B17E2222,001,22-04-2012,46,-23,1605,,,,,,
B17E2222,001,23-04-2012,46,-23,1605,,,,,,
B17E2222,001,24-04-2012,46,-23,1605,,,,,,
B17E2222,001,25-04-2012,46,-23,1605,,,,,,
B17E2222,001,26-04-2012,47,-22,1604,,,,,,
B17E2222,001,27-04-2012,45,-24,1606,,,,,,
B17E2222,001,28-04-2012,45,-24,1606,,,,,,
B17E2222,001,29-04-2012,44,-25,1607,,,,,,
B17E2222,001,30-04-2012,45,-24,1606,,,,,,
B17E2222,001,01-05-2012,45,-24,1606,,,,,,
B17E2222,001,02-05-2012,46,-23,1605,,,,,,
B17E2222,001,03-05-2012,47,-22,1604,,,,,,
B17E2222,001,04-05-2012,47,-22,1604,,,,,,
B17E2222,001,05-05-2012,47,-22,1604,,,,,,
B17E2222,001,06-05-2012,47,-22,1604,,,,,,
B17E2222,001,07-05-2012,47,-22,1604,,,,,,
B17E2222,001,08-05-2012,48,-21,1603,,,,,,
B17E2222,001,09-05-2012,48,-21,1603,,,,,,
B17E2222,001,10-05-2012,47,-22,1604,,,,,,
B17E2222,001,11-05-2012,47,-22,1604,,,,,,
B17E2222,001,12-05-2012,47,-22,1604,,,,,,
B17E2222,001,13-05-2012,47,-22,1604,,,,,,
B17E2222,001,14-05-2012,48,-21,1603,,,,,,
B17E2222,001,15-05-2012,48,-21,1603,,,,,,
B17E2222,001,16-05-2012,46,-23,1605,,,,,,
B17E2222,001,17-05-2012,46,-23,1605,,,,,,
B17E2222,001,18-05-2012,47,-22,1604,,,,,,
B17E2222,001,19-05-2012,48,-21,1603,,,,,,
B17E2222,001,20-05-2012,48,-21,1603,,,,,,
B17E2222,001,21-05-2012,48,-21,1603,,,,,,
B17E2222,001,22-05-2012,49,-20,1602,,,,,,
