Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,29-02-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2222,002,,241038,545023,1582,20-10-2011,20-10-2011,13-06-2019,1647,65,1167,1067


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2222,002,29-02-2012,30,-35,1617,,,,,,
B17E2222,002,01-03-2012,30,-35,1617,,,,,,
B17E2222,002,02-03-2012,30,-35,1617,,,,,,
B17E2222,002,03-03-2012,31,-34,1616,,,,,,
B17E2222,002,04-03-2012,31,-34,1616,,,,,,
B17E2222,002,05-03-2012,31,-34,1616,,,,,,
B17E2222,002,06-03-2012,31,-34,1616,,,,,,
B17E2222,002,07-03-2012,32,-33,1615,,,,,,
B17E2222,002,08-03-2012,30,-35,1617,,,,,,
B17E2222,002,09-03-2012,31,-34,1616,,,,,,
B17E2222,002,10-03-2012,32,-33,1615,,,,,,
B17E2222,002,11-03-2012,32,-33,1615,,,,,,
B17E2222,002,12-03-2012,32,-33,1615,,,,,,
B17E2222,002,13-03-2012,33,-32,1614,,,,,,
B17E2222,002,14-03-2012,33,-32,1614,,,,,,
B17E2222,002,15-03-2012,34,-31,1613,,,,,,
B17E2222,002,16-03-2012,34,-31,1613,,,,,,
B17E2222,002,17-03-2012,34,-31,1613,,,,,,
B17E2222,002,18-03-2012,35,-30,1612,,,,,,
B17E2222,002,19-03-2012,36,-29,1611,,,,,,
B17E2222,002,20-03-2012,36,-29,1611,,,,,,
B17E2222,002,21-03-2012,37,-28,1610,,,,,,
B17E2222,002,22-03-2012,37,-28,1610,,,,,,
B17E2222,002,23-03-2012,37,-28,1610,,,,,,
B17E2222,002,24-03-2012,38,-27,1609,,,,,,
B17E2222,002,25-03-2012,38,-27,1609,,,,,,
B17E2222,002,26-03-2012,39,-26,1608,,,,,,
B17E2222,002,27-03-2012,39,-26,1608,,,,,,
B17E2222,002,28-03-2012,39,-26,1608,,,,,,
B17E2222,002,29-03-2012,40,-25,1607,,,,,,
B17E2222,002,30-03-2012,40,-25,1607,,,,,,
B17E2222,002,31-03-2012,40,-25,1607,,,,,,
B17E2222,002,01-04-2012,41,-24,1606,,,,,,
B17E2222,002,02-04-2012,41,-24,1606,,,,,,
B17E2222,002,03-04-2012,41,-24,1606,,,,,,
B17E2222,002,04-04-2012,42,-23,1605,,,,,,
B17E2222,002,05-04-2012,43,-22,1604,,,,,,
B17E2222,002,06-04-2012,42,-23,1605,,,,,,
B17E2222,002,07-04-2012,42,-23,1605,,,,,,
B17E2222,002,08-04-2012,43,-22,1604,,,,,,
B17E2222,002,09-04-2012,42,-23,1605,,,,,,
B17E2222,002,10-04-2012,40,-25,1607,,,,,,
B17E2222,002,11-04-2012,39,-26,1608,,,,,,
B17E2222,002,12-04-2012,39,-26,1608,,,,,,
B17E2222,002,13-04-2012,38,-27,1609,,,,,,
B17E2222,002,14-04-2012,37,-28,1610,,,,,,
B17E2222,002,15-04-2012,38,-27,1609,,,,,,
B17E2222,002,16-04-2012,39,-26,1608,,,,,,
B17E2222,002,17-04-2012,39,-26,1608,,,,,,
B17E2222,002,18-04-2012,39,-26,1608,,,,,,
B17E2222,002,19-04-2012,39,-26,1608,,,,,,
B17E2222,002,20-04-2012,40,-25,1607,,,,,,
B17E2222,002,21-04-2012,41,-24,1606,,,,,,
B17E2222,002,22-04-2012,40,-25,1607,,,,,,
B17E2222,002,23-04-2012,40,-25,1607,,,,,,
B17E2222,002,24-04-2012,40,-25,1607,,,,,,
B17E2222,002,25-04-2012,40,-25,1607,,,,,,
B17E2222,002,26-04-2012,41,-24,1606,,,,,,
B17E2222,002,27-04-2012,38,-27,1609,,,,,,
B17E2222,002,28-04-2012,38,-27,1609,,,,,,
B17E2222,002,29-04-2012,36,-29,1611,,,,,,
B17E2222,002,30-04-2012,37,-28,1610,,,,,,
B17E2222,002,01-05-2012,38,-27,1609,,,,,,
B17E2222,002,02-05-2012,39,-26,1608,,,,,,
B17E2222,002,03-05-2012,40,-25,1607,,,,,,
B17E2222,002,04-05-2012,40,-25,1607,,,,,,
B17E2222,002,05-05-2012,40,-25,1607,,,,,,
B17E2222,002,06-05-2012,42,-23,1605,,,,,,
B17E2222,002,07-05-2012,42,-23,1605,,,,,,
B17E2222,002,08-05-2012,43,-22,1604,,,,,,
B17E2222,002,09-05-2012,43,-22,1604,,,,,,
B17E2222,002,10-05-2012,42,-23,1605,,,,,,
B17E2222,002,11-05-2012,41,-24,1606,,,,,,
B17E2222,002,12-05-2012,43,-22,1604,,,,,,
B17E2222,002,13-05-2012,43,-22,1604,,,,,,
B17E2222,002,14-05-2012,43,-22,1604,,,,,,
B17E2222,002,15-05-2012,44,-21,1603,,,,,,
B17E2222,002,16-05-2012,41,-24,1606,,,,,,
B17E2222,002,17-05-2012,41,-24,1606,,,,,,
B17E2222,002,18-05-2012,42,-23,1605,,,,,,
B17E2222,002,19-05-2012,43,-22,1604,,,,,,
B17E2222,002,20-05-2012,44,-21,1603,,,,,,
B17E2222,002,21-05-2012,45,-20,1602,,,,,,
B17E2222,002,22-05-2012,47,-18,1600,,,,,,
