Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,22-04-2011,tot:,12-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E1542,002,,240570,543212,1624,03-01-2011,03-01-2011,12-06-2019,1695,71,826,626


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E1542,002,22-04-2011,183,112,1512,,,,,,
B17E1542,002,23-04-2011,184,113,1511,,,,,,
B17E1542,002,24-04-2011,185,114,1510,,,,,,
B17E1542,002,25-04-2011,185,114,1510,,,,,,
B17E1542,002,26-04-2011,186,115,1509,,,,,,
B17E1542,002,27-04-2011,186,115,1509,,,,,,
B17E1542,002,28-04-2011,186,115,1509,,,,,,
B17E1542,002,29-04-2011,187,116,1508,,,,,,
B17E1542,002,30-04-2011,188,117,1507,,,,,,
B17E1542,002,01-05-2011,188,117,1507,,,,,,
B17E1542,002,02-05-2011,188,117,1507,,,,,,
B17E1542,002,03-05-2011,189,118,1506,,,,,,
B17E1542,002,04-05-2011,189,118,1506,,,,,,
B17E1542,002,05-05-2011,189,118,1506,,,,,,
B17E1542,002,06-05-2011,189,118,1506,,,,,,
B17E1542,002,07-05-2011,190,119,1505,,,,,,
B17E1542,002,08-05-2011,191,120,1504,,,,,,
B17E1542,002,09-05-2011,192,121,1503,,,,,,
B17E1542,002,10-05-2011,191,120,1504,,,,,,
B17E1542,002,11-05-2011,190,119,1505,,,,,,
B17E1542,002,12-05-2011,191,120,1504,,,,,,
B17E1542,002,13-05-2011,192,121,1503,,,,,,
B17E1542,002,14-05-2011,192,121,1503,,,,,,
B17E1542,002,15-05-2011,193,122,1502,,,,,,
B17E1542,002,16-05-2011,191,120,1504,,,,,,
B17E1542,002,17-05-2011,189,118,1506,,,,,,
B17E1542,002,18-05-2011,188,117,1507,,,,,,
B17E1542,002,19-05-2011,189,118,1506,,,,,,
B17E1542,002,20-05-2011,189,118,1506,,,,,,
B17E1542,002,21-05-2011,191,120,1504,,,,,,
B17E1542,002,22-05-2011,190,119,1505,,,,,,
B17E1542,002,23-05-2011,192,121,1503,,,,,,
B17E1542,002,24-05-2011,194,123,1501,,,,,,
B17E1542,002,25-05-2011,195,124,1500,,,,,,
B17E1542,002,26-05-2011,195,124,1500,,,,,,
B17E1542,002,27-05-2011,195,124,1500,,,,,,
B17E1542,002,28-05-2011,195,124,1500,,,,,,
B17E1542,002,29-05-2011,195,124,1500,,,,,,
B17E1542,002,30-05-2011,196,125,1499,,,,,,
B17E1542,002,31-05-2011,194,123,1501,,,,,,
B17E1542,002,01-06-2011,195,124,1500,,,,,,
B17E1542,002,02-06-2011,197,126,1498,,,,,,
B17E1542,002,03-06-2011,197,126,1498,,,,,,
B17E1542,002,04-06-2011,198,127,1497,,,,,,
B17E1542,002,05-06-2011,198,127,1497,,,,,,
B17E1542,002,06-06-2011,196,125,1499,,,,,,
B17E1542,002,07-06-2011,196,125,1499,,,,,,
B17E1542,002,08-06-2011,195,124,1500,,,,,,
B17E1542,002,09-06-2011,198,127,1497,,,,,,
B17E1542,002,10-06-2011,200,129,1495,,,,,,
B17E1542,002,11-06-2011,200,129,1495,,,,,,
B17E1542,002,12-06-2011,200,129,1495,,,,,,
B17E1542,002,13-06-2011,200,129,1495,,,,,,
B17E1542,002,14-06-2011,202,131,1493,,,,,,
B17E1542,002,15-06-2011,202,131,1493,,,,,,
B17E1542,002,16-06-2011,199,128,1496,,,,,,
B17E1542,002,17-06-2011,199,128,1496,,,,,,
B17E1542,002,18-06-2011,198,127,1497,,,,,,
B17E1542,002,19-06-2011,194,123,1501,,,,,,
B17E1542,002,20-06-2011,193,122,1502,,,,,,
B17E1542,002,21-06-2011,189,118,1506,,,,,,
B17E1542,002,22-06-2011,191,120,1504,,,,,,
B17E1542,002,23-06-2011,191,120,1504,,,,,,
B17E1542,002,24-06-2011,189,118,1506,,,,,,
B17E1542,002,25-06-2011,189,118,1506,,,,,,
B17E1542,002,26-06-2011,190,119,1505,,,,,,
B17E1542,002,27-06-2011,193,122,1502,,,,,,
B17E1542,002,28-06-2011,195,124,1500,,,,,,
B17E1542,002,29-06-2011,194,123,1501,,,,,,
B17E1542,002,30-06-2011,195,124,1500,,,,,,
B17E1542,002,01-07-2011,196,125,1499,,,,,,
B17E1542,002,02-07-2011,195,124,1500,,,,,,
B17E1542,002,03-07-2011,196,125,1499,,,,,,
B17E1542,002,04-07-2011,197,126,1498,,,,,,
B17E1542,002,05-07-2011,197,126,1498,,,,,,
B17E1542,002,06-07-2011,199,128,1496,,,,,,
B17E1542,002,07-07-2011,199,128,1496,,,,,,
B17E1542,002,08-07-2011,201,130,1494,,,,,,
B17E1542,002,09-07-2011,201,130,1494,,,,,,
B17E1542,002,10-07-2011,203,132,1492,,,,,,
B17E1542,002,11-07-2011,203,132,1492,,,,,,
B17E1542,002,12-07-2011,204,133,1491,,,,,,
B17E1542,002,13-07-2011,177,106,1518,,,,,,
B17E1542,002,14-07-2011,174,103,1521,,,,,,
B17E1542,002,15-07-2011,172,101,1523,,,,,,
B17E1542,002,16-07-2011,177,106,1518,,,,,,
B17E1542,002,17-07-2011,166,95,1529,,,,,,
B17E1542,002,18-07-2011,168,97,1527,,,,,,
